case_id	gold_stem	gold_label	lemma	type_tag	shape	is_redup	category	is_valid	status	sentence	tokens_with_pos	head_desc	tail_desc	pattern_desc	insertion_desc	pattern_type	reason
62	报名	True	报名	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	想参加比赛，得先报一个名。	想/VV 参加/VV 比赛/NN ，/PU 得/VV 先/AD 报/VV 一个/CD 名/NN 。/PU	报/VV (token#7, lex_head=报)	名/NN (token#9, lex_tail=名)	Pattern: 报……名 (two_tokens)	一个/CD	two_tokens	split_two_tokens_V_then_N
63	辞职	True	辞职	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	受不了老板的脾气，他辞了职。	受不了/VV 老板/NN 的/DEG 脾气/NN ，/PU 他/PN 辞/VV 了/AS 职/NN 。/PU	辞/VV (token#7, lex_head=辞)	职/NN (token#9, lex_tail=职)	Pattern: 辞……职 (two_tokens)	了/AS	two_tokens	split_two_tokens_V_then_N
64	开会	True	开会	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	下午在公司开了一个长会。	下午/NT 在/P 公司/NN 开/VV 了/AS 一个/CD 长会/NN 。/PU	开/VV (token#4, lex_head=开)	长会/NN (token#7, lex_tail=会)	Pattern: 开……会 (two_tokens)	了/AS 一个/CD	two_tokens	split_two_tokens_V_then_N
65	发言	True	发言	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	作为代表，他在会上发了一次言。	作为/P 代表/NN ，/PU 他/PN 在/P 会上/NN 发/VV 了/AS 一次/CD 言/NN 。/PU	发/VV (token#7, lex_head=发)	言/NN (token#10, lex_tail=言)	Pattern: 发……言 (two_tokens)	了/AS 一次/CD	two_tokens	split_two_tokens_V_then_N
66	值班	True	上班	Verb-Object	SPLIT	False	SPLIT	False	TN (lemma ignored; gold target is 值班)	昨天晚上轮到我值了一个夜班。	昨天/NT 晚上/NT 轮到/VV 我/PN 值/VV 了/AS 一个/CD 夜班/NN 。/PU	晚上/NT (token#2, lex_head=上)	夜班/NN (token#8, lex_tail=班)	Pattern: 上……班 (none)	轮到/VV 我/PN 值/VV 了/AS 一个/CD	none	split_candidates_all_failed_pos
66	值班	True	值班	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	昨天晚上轮到我值了一个夜班。	昨天/NT 晚上/NT 轮到/VV 我/PN 值/VV 了/AS 一个/CD 夜班/NN 。/PU	值/VV (token#5, lex_head=值)	夜班/NN (token#8, lex_tail=班)	Pattern: 值……班 (two_tokens)	了/AS 一个/CD	two_tokens	split_two_tokens_V_then_N
67	加班	True	加班	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	项目上线前，大家加了三个小时班。	项目/NN 上线/VV 前/LC ，/PU 大家/PN 加/VV 了/AS 三个小时/NN 班/NN 。/PU	加/VV (token#6, lex_head=加)	班/NN (token#9, lex_tail=班)	Pattern: 加……班 (two_tokens)	了/AS 三个小时/NN	two_tokens	split_two_tokens_V_then_N
68	出差	True	出差	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	下周要去上海出了一趟差。	下周/NT 要/VV 去/VV 上海/NR 出/VV 了/AS 一/CD 趟/M 差/NN 。/PU	出/VV (token#5, lex_head=出)	差/NN (token#9, lex_tail=差)	Pattern: 出……差 (two_tokens)	了/AS 一/CD 趟/M	two_tokens	split_two_tokens_V_then_N
69	生病	True	生病	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	去年冬天生了一场大病。	去年冬天/NT 生/VV 了/AS 一/CD 场/M 大/JJ 病/NN 。/PU	生/VV (token#2, lex_head=生)	病/NN (token#7, lex_tail=病)	Pattern: 生……病 (two_tokens)	了/AS 一/CD 场/M 大/JJ	two_tokens	split_two_tokens_V_then_N
70	看病	True	挂号	Verb-Object	WHOLE	False	WHOLE	True	FP (spurious lemma; gold target is 看病)	去医院挂号看个病真难。	去/VV 医院/NN 挂号/VV 看/VV 个/AS 病/NN 真/AD 难/VA 。/PU	挂号/VV (token#3, lex_head=挂)	挂号/VV (token#3, lex_tail=号)	Pattern: 挂……号 (none)	(inside one token; not separated)	none	pos_ok
70	看病	True	看病	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	去医院挂号看个病真难。	去/VV 医院/NN 挂号/VV 看/VV 个/AS 病/NN 真/AD 难/VA 。/PU	看/VV (token#4, lex_head=看)	病/NN (token#6, lex_tail=病)	Pattern: 看……病 (two_tokens)	个/AS	two_tokens	split_two_tokens_V_then_N
71	住院	True	住院	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	因为骨折，他在医院住了半个月院。	因为/P 骨折/NN ，/PU 他/PN 在/P 医院/NN 住/VV 了/AS 半个月/CD 院/NN 。/PU	住/VV (token#7, lex_head=住)	院/NN (token#10, lex_tail=院)	Pattern: 住……院 (two_tokens)	了/AS 半个月/CD	two_tokens	split_two_tokens_V_then_N
72	出院	True	出院	Verb-Object	WHOLE	False	WHOLE	True	TP (hit target lemma)	办完出院手续就可以回家了。	办完/VV 出院/NN 手续/NN 就/AD 可以/VV 回家/VV 了/SP 。/PU	出院/NN (token#2, lex_head=出)	出院/NN (token#2, lex_tail=院)	Pattern: 出……院 (none)	(inside one token; not separated)	none	pos_ok
72	出院	True	回家	Verb-Object	WHOLE	False	WHOLE	True	FP (spurious lemma; gold target is 出院)	办完出院手续就可以回家了。	办完/VV 出院/NN 手续/NN 就/AD 可以/VV 回家/VV 了/SP 。/PU	回家/VV (token#6, lex_head=回)	回家/VV (token#6, lex_tail=家)	Pattern: 回……家 (none)	(inside one token; not separated)	none	pos_ok
73	打针	True	打针	Verb-Object	SPLIT	False	SPLIT	False	FN (missed target lemma)	护士轻轻地给他打了一针。	护士/NN 轻轻/AD 地/DEV 给/P 他/PN 打/VV 了/AS 一/CD 针/M 。/PU	打/VV (token#6, lex_head=打)	针/M (token#9, lex_tail=针)	Pattern: 打……针 (none)	了/AS 一/CD	none	split_candidates_all_failed_pos
74	输液	True	输液	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	发烧不退，只能去输了两瓶液。	发烧/VV 不/AD 退/VV ，/PU 只能/AD 去/VV 输/VV 了/AS 两瓶/CD 液/NN 。/PU	输/VV (token#7, lex_head=输)	液/NN (token#10, lex_tail=液)	Pattern: 输……液 (two_tokens)	了/AS 两瓶/CD	two_tokens	split_two_tokens_V_then_N
75	挂号	True	挂号	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	好不容易挂了一个专家号。	好不容易/AD 挂/VV 了/AS 一个/CD 专家/NN 号/NN 。/PU	挂/VV (token#2, lex_head=挂)	号/NN (token#6, lex_tail=号)	Pattern: 挂……号 (two_tokens)	了/AS 一个/CD 专家/NN	two_tokens	split_two_tokens_V_then_N
76	把脉	True	把脉	Verb-Object	SPLIT	True	REDUP	True	TP (hit target lemma)	老中医给他把了把脉。	老/JJ 中医/NN 给/P 他/PN 把/VV 了/AS 把/VV 脉/NN 。/PU	把/VV (token#5, lex_head=把)	脉/NN (token#8, lex_tail=脉)	Pattern: 把……脉 (two_tokens)	了/AS 把/VV	two_tokens	redup_from_hfst
77	减肥	True	减肥	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	坚持运动，终于减了十斤肥。	坚持/VV 运动/NN ，/PU 终于/AD 减/VV 了/AS 十斤/CD 肥/NN 。/PU	减/VV (token#5, lex_head=减)	肥/NN (token#8, lex_tail=肥)	Pattern: 减……肥 (two_tokens)	了/AS 十斤/CD	two_tokens	split_two_tokens_V_then_N
78	鞠躬	True	鞠躬	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	表演结束，演员向观众鞠了一个躬。	表演/NN 结束/VV ，/PU 演员/NN 向/P 观众/NN 鞠/VV 了/AS 一个/CD 躬/NN 。/PU	鞠/VV (token#7, lex_head=鞠)	躬/NN (token#10, lex_tail=躬)	Pattern: 鞠……躬 (two_tokens)	了/AS 一个/CD	two_tokens	split_two_tokens_V_then_N
79	敬礼	True	敬礼	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	士兵向国旗敬了一个礼。	士兵/NN 向/P 国旗/NN 敬/VV 了/AS 一个/CD 礼/NN 。/PU	敬/VV (token#4, lex_head=敬)	礼/NN (token#7, lex_tail=礼)	Pattern: 敬……礼 (two_tokens)	了/AS 一个/CD	two_tokens	split_two_tokens_V_then_N
80	站岗	True	站岗	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	无论风雨，都要站好这一班岗。	无论/AD 风雨/NN ，/PU 都/AD 要/VV 站好/VV 这/DT 一/CD 班/M 岗/NN 。/PU	站好/VV (token#6, lex_head=站)	岗/NN (token#10, lex_tail=岗)	Pattern: 站……岗 (two_tokens)	这/DT 一/CD 班/M	two_tokens	split_two_tokens_V_then_N
81	吃苦	True	吃苦	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	年轻的时候多吃一点苦没关系。	年轻/VA 的/DEC 时候/NN 多/AD 吃/VV 一点/CD 苦/NN 没关系/VV 。/PU	吃/VV (token#5, lex_head=吃)	苦/NN (token#7, lex_tail=苦)	Pattern: 吃……苦 (two_tokens)	一点/CD	two_tokens	split_two_tokens_V_then_N
82	吃亏	True	吃亏	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	虽然吃了个大亏，但也长了记性。	虽然/CS 吃/VV 了/AS 个/M 大/JJ 亏/NN ，/PU 但/AD 也/AD 长/VV 了/AS 记性/NN 。/PU	吃/VV (token#2, lex_head=吃)	亏/NN (token#6, lex_tail=亏)	Pattern: 吃……亏 (two_tokens)	了/AS 个/M 大/JJ	two_tokens	split_two_tokens_V_then_N
83	受罪	True	受罪	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	这趟旅行简直是花钱受了老大的罪。	这/DT 趟/M 旅行/NN 简直/AD 是/VC 花钱/VV 受/VV 了/AS 老大/NN 的/DEG 罪/NN 。/PU	受/VV (token#7, lex_head=受)	罪/NN (token#11, lex_tail=罪)	Pattern: 受……罪 (two_tokens)	了/AS 老大/NN 的/DEG	two_tokens	split_two_tokens_V_then_N
84	跳舞	True	跳舞	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	她在晚会上跳了一支优美的舞。	她/PN 在/P 晚会/NN 上/LC 跳/VV 了/AS 一/CD 支/M 优美/VA 的/DEC 舞/NN 。/PU	跳/VV (token#5, lex_head=跳)	舞/NN (token#11, lex_tail=舞)	Pattern: 跳……舞 (two_tokens)	了/AS 一/CD 支/M 优美/VA 的/DEC	two_tokens	split_two_tokens_V_then_N
85	唱歌	True	唱歌	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	高兴的时候就唱了一首歌。	高兴/VA 的/DEC 时候/NN 就/AD 唱/VV 了/AS 一/CD 首/M 歌/NN 。/PU	唱/VV (token#5, lex_head=唱)	歌/NN (token#9, lex_tail=歌)	Pattern: 唱……歌 (two_tokens)	了/AS 一/CD 首/M	two_tokens	split_two_tokens_V_then_N
86	游泳	True	游泳	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	夏天去海边游了一次泳。	夏天/NT 去/VV 海边/NN 游/VV 了/AS 一次/AD 泳/NN 。/PU	游/VV (token#4, lex_head=游)	泳/NN (token#7, lex_tail=泳)	Pattern: 游……泳 (two_tokens)	了/AS 一次/AD	two_tokens	split_two_tokens_V_then_N
87	划船	True	划船	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	我们在湖上划了一会儿船。	我们/PN 在/P 湖/NN 上/LC 划/VV 了/AS 一会儿/AD 船/NN 。/PU	划/VV (token#5, lex_head=划)	船/NN (token#8, lex_tail=船)	Pattern: 划……船 (two_tokens)	了/AS 一会儿/AD	two_tokens	split_two_tokens_V_then_N
88	钓鱼	True	钓鱼	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	周末去水库钓了一天鱼。	周末/NT 去/VV 水库/NN 钓/VV 了/AS 一天/AD 鱼/NN 。/PU	钓/VV (token#4, lex_head=钓)	鱼/NN (token#7, lex_tail=鱼)	Pattern: 钓……鱼 (two_tokens)	了/AS 一天/AD	two_tokens	split_two_tokens_V_then_N
89	滑冰	True	滑冰	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	冬天去什刹海滑了一次冰。	冬天/NT 去/VV 什刹海/NR 滑/VV 了/AS 一次/AD 冰/NN 。/PU	滑/VV (token#4, lex_head=滑)	冰/NN (token#7, lex_tail=冰)	Pattern: 滑……冰 (two_tokens)	了/AS 一次/AD	two_tokens	split_two_tokens_V_then_N
90	签名	True	签名	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	明星给粉丝签了一个名。	明星/NN 给/P 粉丝/NN 签/VV 了/AS 一个/CD 名/NN 。/PU	签/VV (token#4, lex_head=签)	名/NN (token#7, lex_tail=名)	Pattern: 签……名 (two_tokens)	了/AS 一个/CD	two_tokens	split_two_tokens_V_then_N
91	排队	True	排队	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	买网红奶茶排了半天队。	买/VV 网红/NR 奶茶/NR 排/VV 了/AS 半天/AD 队/NN 。/PU	排/VV (token#4, lex_head=排)	队/NN (token#7, lex_tail=队)	Pattern: 排……队 (two_tokens)	了/AS 半天/AD	two_tokens	split_two_tokens_V_then_N
92	打工	True	打工	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	辛苦打了一辈子工，终于退休了。	辛苦/AD 打/VV 了/AS 一辈子/NN 工/NN ，/PU 终于/AD 退休/VV 了/AS 。/PU	打/VV (token#2, lex_head=打)	工/NN (token#5, lex_tail=工)	Pattern: 打……工 (two_tokens)	了/AS 一辈子/NN	two_tokens	split_two_tokens_V_then_N
92	打工	True	退休	Verb-Object	WHOLE	False	WHOLE	True	FP (spurious lemma; gold target is 打工)	辛苦打了一辈子工，终于退休了。	辛苦/AD 打/VV 了/AS 一辈子/NN 工/NN ，/PU 终于/AD 退休/VV 了/AS 。/PU	退休/VV (token#8, lex_head=退)	退休/VV (token#8, lex_tail=休)	Pattern: 退……休 (none)	(inside one token; not separated)	none	pos_ok
93	戒烟	True	戒烟	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	为了健康，他彻底戒了烟。	为了/P 健康/NN ，/PU 他/PN 彻底/AD 戒/VV 了/AS 烟/NN 。/PU	戒/VV (token#6, lex_head=戒)	烟/NN (token#8, lex_tail=烟)	Pattern: 戒……烟 (two_tokens)	了/AS	two_tokens	split_two_tokens_V_then_N
94	回家	True	回家	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	春节一定要回了一趟家。	春节/NT 一定/AD 要/VV 回/VV 了/AS 一/CD 趟/M 家/NN 。/PU	回/VV (token#4, lex_head=回)	家/NN (token#8, lex_tail=家)	Pattern: 回……家 (two_tokens)	了/AS 一/CD 趟/M	two_tokens	split_two_tokens_V_then_N
95	死心	True	死心	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	既然不可能，你就死了这条心吧。	既然/CS 不可能/VV ，/PU 你/PN 就/AD 死/VV 了/AS 这/DT 条/M 心/NN 吧/SP 。/PU	死/VV (token#6, lex_head=死)	心/NN (token#10, lex_tail=心)	Pattern: 死……心 (two_tokens)	了/AS 这/DT 条/M	two_tokens	split_two_tokens_V_then_N
96	挑水	True	挑水	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	和尚下山挑了一担水。	和尚/NR 下山/VV 挑/VV 了/AS 一/CD 担/M 水/NN 。/PU	挑/VV (token#3, lex_head=挑)	水/NN (token#7, lex_tail=水)	Pattern: 挑……水 (two_tokens)	了/AS 一/CD 担/M	two_tokens	split_two_tokens_V_then_N
97	受伤	True	受伤	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	他在比赛中受了很重的伤。	他/PN 在/P 比赛/NN 中/LC 受/VV 了/AS 很/AD 重/VA 的/DEC 伤/NN 。/PU	受/VV (token#5, lex_head=受)	伤/NN (token#10, lex_tail=伤)	Pattern: 受……伤 (two_tokens)	了/AS 很/AD 重/VA 的/DEC	two_tokens	split_two_tokens_V_then_N
98	散心	True	散心	Verb-Object	SPLIT	True	REDUP	True	TP (hit target lemma)	心情不好，出去散散心。	心情/NN 不好/VV ，/PU 出去/VV 散散心/VV 。/PU	散散心/VV (token#5, lex_head=散)	散散心/VV (token#5, lex_tail=心)	Pattern: 散……心 (same_token)	(inside one token; not separated)	same_token	redup_from_hfst
99	扫兴	True	扫兴	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	突然下雨，真是扫了大家的兴。	突然/AD 下雨/VV ，/PU 真是/AD 扫/VV 了/AS 大家/PN 的/DEG 兴/NN 。/PU	扫/VV (token#5, lex_head=扫)	兴/NN (token#9, lex_tail=兴)	Pattern: 扫……兴 (two_tokens)	了/AS 大家/PN 的/DEG	two_tokens	split_two_tokens_V_then_N
100	领情	True	领情	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	我好心帮你，你却不领我的情。	我/PN 好心/AD 帮/VV 你/PN ，/PU 你/PN 却/AD 不/AD 领/VV 我/PN 的/DEG 情/NN 。/PU	领/VV (token#9, lex_head=领)	情/NN (token#12, lex_tail=情)	Pattern: 领……情 (two_tokens)	我/PN 的/DEG	two_tokens	split_two_tokens_V_then_N
101	送礼	True	送礼	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	过节去亲戚家送了一份厚礼。	过节/VV 去/VV 亲戚家/NN 送/VV 了/AS 一/CD 份/M 厚礼/NN 。/PU	送/VV (token#4, lex_head=送)	厚礼/NN (token#8, lex_tail=礼)	Pattern: 送……礼 (two_tokens)	了/AS 一/CD 份/M	two_tokens	split_two_tokens_V_then_N
102	拌嘴	True	吵架	Verb-Object	WHOLE	False	WHOLE	True	FP (spurious lemma; gold target is 拌嘴)	小两口经常拌几句嘴，床头吵架床尾和。	小两口/NN 经常/AD 拌/VV 几句/CD 嘴/NN ，/PU 床头/NN 吵架/VV 床尾/NN 和/VV 。/PU	吵架/VV (token#8, lex_head=吵)	吵架/VV (token#8, lex_tail=架)	Pattern: 吵……架 (none)	(inside one token; not separated)	none	pos_ok
102	拌嘴	True	拌嘴	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	小两口经常拌几句嘴，床头吵架床尾和。	小两口/NN 经常/AD 拌/VV 几句/CD 嘴/NN ，/PU 床头/NN 吵架/VV 床尾/NN 和/VV 。/PU	拌/VV (token#3, lex_head=拌)	嘴/NN (token#5, lex_tail=嘴)	Pattern: 拌……嘴 (two_tokens)	几句/CD	two_tokens	split_two_tokens_V_then_N
103	叹气	True	叹气	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	遇到困难，他无奈地叹了一口气。	遇到/VV 困难/NN ，/PU 他/PN 无奈/VA 地/DEV 叹/VV 了/AS 一口气/NN 。/PU	叹/VV (token#7, lex_head=叹)	一口气/NN (token#9, lex_tail=气)	Pattern: 叹……气 (two_tokens)	了/AS	two_tokens	split_two_tokens_V_then_N
104	丢脸	True	丢脸	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	在这么多人面前摔倒，真是丢尽了脸。	在/P 这么/AD 多/CD 人/NN 面前/LC 摔倒/VV ，/PU 真是/AD 丢尽/VV 了/AS 脸/NN 。/PU	丢尽/VV (token#9, lex_head=丢)	脸/NN (token#11, lex_tail=脸)	Pattern: 丢……脸 (two_tokens)	了/AS	two_tokens	split_two_tokens_V_then_N
105	接吻	True	接吻	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	由于太激动，他们当街接了个吻。	由于/P 太/AD 激动/VA ，/PU 他们/PN 当街/AD 接/VV 了/AS 个/M 吻/NN 。/PU	接/VV (token#7, lex_head=接)	吻/NN (token#10, lex_tail=吻)	Pattern: 接……吻 (two_tokens)	了/AS 个/M	two_tokens	split_two_tokens_V_then_N
106	受骗	True	受骗	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	因为贪小便宜，老人受了一次骗。	因为/P 贪/VV 小便宜/NN ，/PU 老人/NN 受/VV 了/AS 一次/CD 骗/NN 。/PU	受/VV (token#6, lex_head=受)	骗/NN (token#9, lex_tail=骗)	Pattern: 受……骗 (two_tokens)	了/AS 一次/CD	two_tokens	split_two_tokens_V_then_N
106	受骗	True	小便	Modifier-Head	WHOLE	False	WHOLE	True	FP (spurious lemma; gold target is 受骗)	因为贪小便宜，老人受了一次骗。	因为/P 贪/VV 小便宜/NN ，/PU 老人/NN 受/VV 了/AS 一次/CD 骗/NN 。/PU	小便宜/NN (token#3, lex_head=小)	小便宜/NN (token#3, lex_tail=便)	Pattern: 小……便 (none)	(inside one token; not separated)	none	pos_ok
107	挨批	True	挨批	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	工作没做好，挨了一顿批。	工作/NN 没/AD 做好/VV ，/PU 挨/VV 了/AS 一/CD 顿/M 批/NN 。/PU	挨/VV (token#5, lex_head=挨)	批/NN (token#9, lex_tail=批)	Pattern: 挨……批 (two_tokens)	了/AS 一/CD 顿/M	two_tokens	split_two_tokens_V_then_N
108	干杯	True	干杯	Verb-Object	SPLIT	False	SPLIT	False	FN (missed target lemma)	为了我们的友谊，干了这杯！	为了/P 我们/PN 的/DEG 友谊/NN ，/PU 干/VV 了/AS 这/DT 杯/M ！/PU	干/VV (token#6, lex_head=干)	杯/M (token#9, lex_tail=杯)	Pattern: 干……杯 (none)	了/AS 这/DT	none	split_candidates_all_failed_pos
109	革命	True	革命	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	如果再不改革，就是革自己的命。	如果/CS 再不/AD 改革/VV ，/PU 就/AD 是/VC 革/VV 自己/PN 的/DEG 命/NN 。/PU	改革/VV (token#3, lex_head=革)	命/NN (token#10, lex_tail=命)	Pattern: 革……命 (two_tokens)	，/PU 就/AD 是/VC 革/VV 自己/PN 的/DEG	two_tokens	split_two_tokens_V_then_N
110	造反	True	造反	Verb-Object	SPLIT	False	SPLIT	False	FN (missed target lemma)	孩子不听话，简直是要造谁的反？	孩子/NN 不/AD 听话/VV ，/PU 简直/AD 是/VC 要/VV 造/VV 谁/PN 的/SP 反/AD ？/PU	造/VV (token#8, lex_head=造)	反/AD (token#11, lex_tail=反)	Pattern: 造……反 (none)	谁/PN 的/SP	none	split_candidates_all_failed_pos
111	退休	True	退休	Verb-Object	SPLIT	False	SPLIT	False	FN (missed target lemma)	还没到年纪，他就退了休。	还/AD 没/AD 到/VV 年纪/NN ，/PU 他/PN 就/AD 退/VV 了/AS 休/VV 。/PU	退/VV (token#8, lex_head=退)	休/VV (token#10, lex_tail=休)	Pattern: 退……休 (none)	了/AS	none	split_candidates_all_failed_pos
112	出事	True	出事	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	如果不小心，很容易出了点事。	如果/CS 不/AD 小心/VV ，/PU 很/AD 容易/AD 出/VV 了/AS 点/M 事/NN 。/PU	出/VV (token#7, lex_head=出)	事/NN (token#10, lex_tail=事)	Pattern: 出……事 (two_tokens)	了/AS 点/M	two_tokens	split_two_tokens_V_then_N
113	把关	True	把关	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	质量问题一定要把好关。	质量/NN 问题/NN 一定/AD 要/VV 把好/VV 关/NN 。/PU	把好/VV (token#5, lex_head=把)	关/NN (token#6, lex_tail=关)	Pattern: 把……关 (two_tokens)	(no insertion tokens)	two_tokens	split_two_tokens_V_then_N
114	施肥	True	施肥	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	春天到了，给庄稼施了一遍肥。	春天/NT 到/VV 了/AS ，/PU 给/P 庄稼/NN 施/VV 了/AS 一遍/CD 肥/NN 。/PU	施/VV (token#7, lex_head=施)	肥/NN (token#10, lex_tail=肥)	Pattern: 施……肥 (two_tokens)	了/AS 一遍/CD	two_tokens	split_two_tokens_V_then_N
115	倒霉	True	倒霉	Verb-Object	SPLIT	False	SPLIT	True	TP (hit target lemma)	出门踩到泥，真是倒了大霉。	出门/VV 踩到/VV 泥/NN ，/PU 真是/AD 倒/VV 了/AS 大霉/NN 。/PU	倒/VV (token#6, lex_head=倒)	大霉/NN (token#8, lex_tail=霉)	Pattern: 倒……霉 (two_tokens)	了/AS	two_tokens	split_two_tokens_V_then_N
116	提醒	True	提醒	PseudoV-O	SPLIT	False	SPLIT	True	TP (hit target lemma)	谢谢你，真是给我提了个醒。	谢谢/VV 你/PN ，/PU 真是/AD 给/P 我/PN 提/VV 了/AS 个/M 醒/NN 。/PU	提/VV (token#7, lex_head=提)	醒/NN (token#10, lex_tail=醒)	Pattern: 提……醒 (two_tokens)	了/AS 个/M	two_tokens	split_two_tokens_V_then_N
117	出恭	True	出恭	PseudoV-O	SPLIT	False	SPLIT	True	TP (hit target lemma)	古人把上厕所雅称为出了一次恭。	古人/NN 把/BA 上厕所/NN 雅称为/VV 出/VV 了/AS 一次/CD 恭/NN 。/PU	出/VV (token#5, lex_head=出)	恭/NN (token#8, lex_tail=恭)	Pattern: 出……恭 (two_tokens)	了/AS 一次/CD	two_tokens	split_two_tokens_V_then_N
118	将军	True	将军	PseudoV-O	SPLIT	False	SPLIT	True	TP (hit target lemma)	这一步棋真是将了他一军。	这/DT 一/CD 步/M 棋/NN 真是/AD 将/VV 了/AS 他/PN 一/CD 军/NN 。/PU	将/VV (token#6, lex_head=将)	军/NN (token#10, lex_tail=军)	Pattern: 将……军 (two_tokens)	了/AS 他/PN 一/CD	two_tokens	split_two_tokens_V_then_N
119	学习	True	学习	PseudoV-O	SPLIT	False	SPLIT	True	TP (hit target lemma)	周末在家学个习，考个试。	周末/NT 在家/VV 学/VV 个/AS 习/NN ，/PU 考/VV 个/AS 试/NN 。/PU	学/VV (token#3, lex_head=学)	习/NN (token#5, lex_tail=习)	Pattern: 学……习 (two_tokens)	个/AS	two_tokens	split_two_tokens_V_then_N
119	学习	True	考试	Verb-Object	SPLIT	False	SPLIT	True	FP (spurious lemma; gold target is 学习)	周末在家学个习，考个试。	周末/NT 在家/VV 学/VV 个/AS 习/NN ，/PU 考/VV 个/AS 试/NN 。/PU	考/VV (token#7, lex_head=考)	试/NN (token#9, lex_tail=试)	Pattern: 考……试 (two_tokens)	个/AS	two_tokens	split_two_tokens_V_then_N
120	慷慨	True	慷慨	SimplexWord	SPLIT	False	SPLIT	False	FN (missed target lemma)	这些贪官都是在慷国家之慨。	这些/DT 贪官/NN 都是/AD 在/AD 慷/VV 国家/NN 之/DEG 慨/NN 。/PU	慷/VV (token#5, lex_head=慷)	慨/NN (token#8, lex_tail=慨)	Pattern: 慷……慨 (none)	国家/NN 之/DEG	none	simplex_no_valid_same_token
121	幽默	True	幽默	SimplexWord	SPLIT	False	SPLIT	False	FN (missed target lemma)	赵本山如果不幽他一默，观众都不答应。	赵本山/NR 如果/CS 不/AD 幽/VV 他/PN 一/CD 默/NN ，/PU 观众/NN 都/AD 不/AD 答应/VV 。/PU	幽/VV (token#4, lex_head=幽)	默/NN (token#7, lex_tail=默)	Pattern: 幽……默 (none)	他/PN 一/CD	none	simplex_no_valid_same_token
122	滑稽	True	滑稽	SimplexWord	SPLIT	False	SPLIT	False	FN (missed target lemma)	这种说法简直是滑天下之大稽。	这种/DT 说法/NN 简直/AD 是/VC 滑天下之大稽/VV 。/PU	滑天下之大稽/VV (token#5, lex_head=滑)	滑天下之大稽/VV (token#5, lex_tail=稽)	Pattern: 滑……稽 (none)	(inside one token; not separated)	none	simplex_no_valid_same_token
