case_id	gold_stem	gold_label	lemma	type_tag	shape	is_redup	sentence	tokens	pos_tags	category	is_valid	pattern_type	head_token_indices	tail_token_indices	reason
105	接吻	True	接吻	Verb-Object	SPLIT	False	由于太激动，他们当街接了个吻。	由于 太 激动 ， 他们 当街 接 了 个 吻 。	P AD VA PU PN AD VV AS M NN PU	SPLIT	True	two_tokens	6	9	split_two_tokens_V_then_N
106	受骗	True	受骗	Verb-Object	SPLIT	False	因为贪小便宜，老人受了一次骗。	因为 贪 小便宜 ， 老人 受 了 一次 骗 。	P VV NN PU NN VV AS CD NN PU	SPLIT	True	two_tokens	5	8	split_two_tokens_V_then_N
106	受骗	True	小便	Modifier-Head	WHOLE	False	因为贪小便宜，老人受了一次骗。	因为 贪 小便宜 ， 老人 受 了 一次 骗 。	P VV NN PU NN VV AS CD NN PU	WHOLE	True	none	2	2	pos_ok
107	挨批	True	挨批	Verb-Object	SPLIT	False	工作没做好，挨了一顿批。	工作 没 做好 ， 挨 了 一 顿 批 。	NN AD VV PU VV AS CD M NN PU	SPLIT	True	two_tokens	4	8	split_two_tokens_V_then_N
108	干杯	True	干杯	Verb-Object	SPLIT	False	为了我们的友谊，干了这杯！	为了 我们 的 友谊 ， 干 了 这 杯 ！	P PN DEG NN PU VV AS DT M PU	SPLIT	False	none	5	8	split_candidates_all_failed_pos
109	革命	True	革命	Verb-Object	SPLIT	False	如果再不改革，就是革自己的命。	如果 再不 改革 ， 就 是 革 自己 的 命 。	CS AD VV PU AD VC VV PN DEG NN PU	SPLIT	True	two_tokens	2	9	split_two_tokens_V_then_N
110	造反	True	造反	Verb-Object	SPLIT	False	孩子不听话，简直是要造谁的反？	孩子 不 听话 ， 简直 是 要 造 谁 的 反 ？	NN AD VV PU AD VC VV VV PN SP AD PU	SPLIT	False	none	7	10	split_candidates_all_failed_pos
111	退休	True	退休	Verb-Object	SPLIT	False	还没到年纪，他就退了休。	还 没 到 年纪 ， 他 就 退 了 休 。	AD AD VV NN PU PN AD VV AS VV PU	SPLIT	False	none	7	9	split_candidates_all_failed_pos
112	出事	True	出事	Verb-Object	SPLIT	False	如果不小心，很容易出了点事。	如果 不 小心 ， 很 容易 出 了 点 事 。	CS AD VV PU AD AD VV AS M NN PU	SPLIT	True	two_tokens	6	9	split_two_tokens_V_then_N
113	把关	True	把关	Verb-Object	SPLIT	False	质量问题一定要把好关。	质量 问题 一定 要 把好 关 。	NN NN AD VV VV NN PU	SPLIT	True	two_tokens	4	5	split_two_tokens_V_then_N
114	施肥	True	施肥	Verb-Object	SPLIT	False	春天到了，给庄稼施了一遍肥。	春天 到 了 ， 给 庄稼 施 了 一遍 肥 。	NT VV AS PU P NN VV AS CD NN PU	SPLIT	True	two_tokens	6	9	split_two_tokens_V_then_N
115	倒霉	True	倒霉	Verb-Object	SPLIT	False	出门踩到泥，真是倒了大霉。	出门 踩到 泥 ， 真是 倒 了 大霉 。	VV VV NN PU AD VV AS NN PU	SPLIT	True	two_tokens	5	7	split_two_tokens_V_then_N
116	提醒	True	提醒	PseudoV-O	SPLIT	False	谢谢你，真是给我提了个醒。	谢谢 你 ， 真是 给 我 提 了 个 醒 。	VV PN PU AD P PN VV AS M NN PU	SPLIT	True	two_tokens	6	9	split_two_tokens_V_then_N
117	出恭	True	出恭	PseudoV-O	SPLIT	False	古人把上厕所雅称为出了一次恭。	古人 把 上厕所 雅称为 出 了 一次 恭 。	NN BA NN VV VV AS CD NN PU	SPLIT	True	two_tokens	4	7	split_two_tokens_V_then_N
118	将军	True	将军	PseudoV-O	SPLIT	False	这一步棋真是将了他一军。	这 一 步 棋 真是 将 了 他 一 军 。	DT CD M NN AD VV AS PN CD NN PU	SPLIT	True	two_tokens	5	9	split_two_tokens_V_then_N
119	学习	True	学习	PseudoV-O	SPLIT	False	周末在家学个习，考个试。	周末 在家 学 个 习 ， 考 个 试 。	NT VV VV AS NN PU VV AS NN PU	SPLIT	True	two_tokens	2	4	split_two_tokens_V_then_N
119	学习	True	考试	Verb-Object	SPLIT	False	周末在家学个习，考个试。	周末 在家 学 个 习 ， 考 个 试 。	NT VV VV AS NN PU VV AS NN PU	SPLIT	True	two_tokens	6	8	split_two_tokens_V_then_N
120	慷慨	True	慷慨	SimplexWord	SPLIT	False	这些贪官都是在慷国家之慨。	这些 贪官 都是 在 慷 国家 之 慨 。	DT NN AD AD VV NN DEG NN PU	SPLIT	False	none	4	7	simplex_no_valid_same_token
121	幽默	True	幽默	SimplexWord	SPLIT	False	赵本山如果不幽他一默，观众都不答应。	赵本山 如果 不 幽 他 一 默 ， 观众 都 不 答应 。	NR CS AD VV PN CD NN PU NN AD AD VV PU	SPLIT	False	none	3	6	simplex_no_valid_same_token
122	滑稽	True	滑稽	SimplexWord	SPLIT	False	这种说法简直是滑天下之大稽。	这种 说法 简直 是 滑天下之大稽 。	DT NN AD VC VV PU	SPLIT	False	none	4	4	simplex_no_valid_same_token
123	小便	True	小便	Modifier-Head	SPLIT	False	刚刚去厕所小了一次便。	刚刚 去 厕所 小 了 一次 便 。	AD VV NN VA AS AD VA PU	SPLIT	False	none	3	6	split_candidates_all_failed_pos
124	大便	True	大便	Modifier-Head	SPLIT	False	如果不舒服，可能大不出来便。	如果 不 舒服 ， 可能 大 不 出来 便 。	CS AD VA PU VV VA AD VV VA PU	SPLIT	False	none	5	8	split_candidates_all_failed_pos
125	军训	True	军训	Modifier-Head	SPLIT	False	大一新生刚军完了训。	大一 新生 刚 军 完 了 训 。	NN NN AD VV VV AS VV PU	SPLIT	False	none	3	6	split_candidates_all_failed_pos
126	体检	True	体检	Modifier-Head	SPLIT	False	入职前要体了个检。	入职 前 要 体 了 个 检 。	VV LC VV VV AS M NN PU	SPLIT	False	none	3	6	split_candidates_all_failed_pos
127	同学	True	同学	Modifier-Head	SPLIT	False	我和他虽然同过三年学，但不熟。	我 和 他 虽然 同 过 三年 学 ， 但 不 熟 。	PN CC PN CS AD VV NT NN PU AD AD VA PU	SPLIT	False	none	4	7	split_candidates_all_failed_pos
128	暂停	True	暂停	Modifier-Head	SPLIT	False	裁判示意比赛暂了个停。	裁判 示意 比赛 暂 了 个 停 。	NN VV NN VV AS M VV PU	SPLIT	False	none	3	6	split_candidates_all_failed_pos
129	散步	True	散步	Verb-Object	SPLIT	True	晚饭后我们去散散步。	晚饭 后 我们 去 散散步 。	NN LC PN VV VV PU	REDUP	True	same_token	4	4	redup_from_hfst
130	见面	True	见面	Verb-Object	SPLIT	True	好久不见，咱们见一见面吧。	好久 不见 ， 咱们 见 一 见面 吧 。	AD VV PU PN VV CD VV SP PU	REDUP	True	same_token	6	6	redup_from_hfst
131	聊天	True	聊天	Verb-Object	SPLIT	False	周末找个咖啡馆聊聊天。	周末 找 个 咖啡馆 聊聊天 。	NT VV M NN VV PU	SPLIT	True	same_token	4	4	split_same_token_fallback_whole_pos
131	聊天	True	聊天	Verb-Object	WHOLE	False	周末找个咖啡馆聊聊天。	周末 找 个 咖啡馆 聊聊天 。	NT VV M NN VV PU	WHOLE	True	none	4	4	pos_ok
132	睡觉	True	睡觉	Verb-Object	SPLIT	False	困了就去睡睡觉。	困 了 就 去 睡睡觉 。	VA AS AD VV VV PU	SPLIT	True	same_token	4	4	split_same_token_fallback_whole_pos
132	睡觉	True	睡觉	Verb-Object	WHOLE	False	困了就去睡睡觉。	困 了 就 去 睡睡觉 。	VA AS AD VV VV PU	WHOLE	True	none	4	4	pos_ok
133	把脉	True	把脉	Verb-Object	SPLIT	True	医生给他把把脉。	医生 给 他 把把脉 。	NN P PN VV PU	REDUP	True	same_token	3	3	redup_from_hfst
134	洗澡	True	洗澡	Verb-Object	SPLIT	False	身上脏了，去洗洗澡。	身上 脏 了 ， 去 洗洗澡 。	NN VA SP PU VV VV PU	SPLIT	True	same_token	5	5	split_same_token_fallback_whole_pos
134	洗澡	True	洗澡	Verb-Object	WHOLE	False	身上脏了，去洗洗澡。	身上 脏 了 ， 去 洗洗澡 。	NN VA SP PU VV VV PU	WHOLE	True	none	5	5	pos_ok
136	帮忙	False	帮忙	Verb-Object	SPLIT	False	丐帮的人都很忙。	丐帮 的 人 都 很 忙 。	NN DEC NN AD AD VA PU	SPLIT	False	none	0	5	split_candidates_all_failed_pos
137	大便	False	吃亏	Verb-Object	SPLIT	False	贪小便宜吃大亏，这次大便宜没占到。	贪 小便宜 吃 大 亏 ， 这次 大便宜 没 占到 。	VV NN VV JJ NN PU DT NN AD VV PU	SPLIT	True	two_tokens	2	4	split_two_tokens_V_then_N
137	大便	False	大便	Modifier-Head	WHOLE	False	贪小便宜吃大亏，这次大便宜没占到。	贪 小便宜 吃 大 亏 ， 这次 大便宜 没 占到 。	VV NN VV JJ NN PU DT NN AD VV PU	WHOLE	True	none	7	7	pos_ok
137	大便	False	小便	Modifier-Head	WHOLE	False	贪小便宜吃大亏，这次大便宜没占到。	贪 小便宜 吃 大 亏 ， 这次 大便宜 没 占到 。	VV NN VV JJ NN PU DT NN AD VV PU	WHOLE	True	none	1	1	pos_ok
138	将军	False	将军	PseudoV-O	WHOLE	False	我们要将军法从事，严惩不贷。	我们 要 将 军法 从事 ， 严惩不贷 。	PN VV BA NN VV PU VV PU	WHOLE	False	none			lemma_not_found_in_tokens
139	告状	False	告状	Verb-Object	SPLIT	False	他详细报告了目前的状况。	他 详细 报告 了 目前 的 状况 。	PN AD VV AS NT DEG NN PU	SPLIT	True	two_tokens	2	6	split_two_tokens_V_then_N
